C,penalty,Solver,F1,Std,Time,No,Attack
1.859942719867857,none,lbfgs,0.9990954847697161,1.1102230246251565e-16,2.06,5,SP
0.0263672185251052,none,lbfgs,0.9990954847697161,1.1102230246251565e-16,2.133,6,SP
1.041425393246689,none,lbfgs,0.9990954847697161,1.1102230246251565e-16,1.196,7,SP
0.004058502789291687,l2,lbfgs,0.9751937080620507,0.0,1.433,8,SP
57.881336286949825,none,lbfgs,0.9990954847697161,1.1102230246251565e-16,2.976,9,SP
0.420240753876362,l1,liblinear,0.9996923148228332,0.0006153703543336331,3.38,0,BF
0.021578623493354158,l1,liblinear,0.9903987077829605,1.1102230246251565e-16,3.151,1,BF
0.5285109257659261,none,newton-cg,0.9235316156865313,1.1102230246251565e-16,8.358,2,BF
30.166880389874596,l2,newton-cg,0.9218633349085907,0.0,10.87,3,BF
0.23308277145319303,l2,lbfgs,0.757767640641773,0.0,2.548,4,BF
1.9512839130577728,l2,newton-cg,0.9276405917624139,1.1102230246251565e-16,9.859,5,BF
2.8707615694441313,l1,liblinear,1.0,0.0,3.382,6,BF
0.001974820022993329,l1,liblinear,0.9619520362810408,0.0005638252960402588,2.156,7,BF
0.004690759463478646,l1,liblinear,0.9808150380062317,0.0004115772142411522,2.073,8,BF
2.8285785099343532,l2,lbfgs,0.7581322833314975,0.0,2.431,9,BF
0.05644844020737634,l2,liblinear,1.0,0.0,1.691,0,OS
0.00496555801121429,none,lbfgs,1.0,0.0,4.974,1,OS
58.10142768866403,l2,liblinear,1.0,0.0,3.196,2,OS
0.0009939987593481706,none,lbfgs,1.0,0.0,26.11,3,OS
0.0008669843603177671,l2,newton-cg,1.0,0.0,5.053,4,OS
0.09382829496007364,l2,liblinear,1.0,0.0,26.286,5,OS
3.9367506519019786e-05,l2,newton-cg,1.0,0.0,12.906,6,OS
0.0871297934187307,l2,newton-cg,1.0,0.0,46.908,7,OS
0.4263349093768913,l2,newton-cg,1.0,0.0,4.714,8,OS
0.6020253200181831,l2,lbfgs,1.0,0.0,45.627,9,OS
1.5291252427115984,none,lbfgs,1.0,0.0,2.73,0,SCHD
5.747380832121626,none,lbfgs,1.0,0.0,2.592,1,SCHD
0.0007497408890455497,none,lbfgs,1.0,0.0,3.526,2,SCHD
1.7834630739862731,l2,lbfgs,0.9967949651697954,0.0,3.838,3,SCHD
2.7399340895876687,none,lbfgs,1.0,0.0,2.741,4,SCHD
0.0019143430819530838,none,lbfgs,1.0,0.0,2.602,5,SCHD
0.0002327769861927629,none,lbfgs,1.0,0.0,2.545,6,SCHD
51.49905638499008,none,lbfgs,1.0,0.0,3.475,7,SCHD
21.334736675186747,l1,liblinear,0.9960550513623823,0.0011875996887268066,1.69,8,SCHD
1.1008253823835248e-05,none,lbfgs,1.0,0.0,3.085,9,SCHD
0.0004364818782298418,none,lbfgs,1.0,0.0,3.12,0,MHDis
0.12120188571258084,l2,lbfgs,0.9987873502938804,0.0,48.89,1,MHDis
6.866134144436541,l1,liblinear,0.995669042508546,0.0020733028218803532,104.429,2,MHDis
0.004598565546209639,none,lbfgs,1.0,0.0,26.842,3,MHDis
0.05852102025438308,none,lbfgs,1.0,0.0,48.687,4,MHDis
0.01936019182679389,none,lbfgs,1.0,0.0,27.423,5,MHDis
0.004183526656268346,none,lbfgs,1.0,0.0,2.282,6,MHDis
8.158316004124165e-05,none,lbfgs,1.0,0.0,1.984,7,MHDis
0.0015574906714028343,none,lbfgs,1.0,0.0,73.376,8,MHDis
1.7238238131832473e-05,none,lbfgs,1.0,0.0,1.917,9,MHDis
